מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,מי הוסיפ/ה,הערות
2019 מועד א,מה נכון לגבי ייבוא של חלבונים למיטוכונדריה?,התהליך דורש קישור של הריבוזום המתרגם את ה-mRNA לתעלה על הממברנה החיצונית של המיטוכונדריה,מתבצע לאחר תרגום ה-mRNA אך לפני הקיפול,מתבצע לאחר שנוצרו בחלבון מבנים שלישוניים,התהליך לא דורש אנרגיה,,,2,,FALSE,,נדב בן נון,
2019 מועד א,מה לא נכון לגבי ROS,יש להם אלק לא מזווגים,נוצרים עקב דליפה בשרשרת מעבר אלק,מצטברים עקב פעילות SOD,גורמים לשחרור ציטוכרום סי,,,3,,FALSE,,נדב בן נון,
2019 מועד א,"באנדוציטוזה מתווכת קלתרין, מי קושר ישירות את הסיגנלים האנדוציטוזיים בצד הציטוזלי ברצפטורים חוצי ממברנה?",AP2,השרשראות הקלות של קלתרין,השרשראות הכבדות של קלתרין,דינאמין קשור ל-GTP,דיאנמין קשור ל-GDP,,1,,FALSE,,נדב בן נון,
2019 מועד א,מה לא קורה בזמן העברת ברזל באמצעות טרנספרין?,בpH=7 הקולטן לפרוטרנספרין קושר אותו חזק,טרנספרין משתחרר מהאנדוזום לציטוזול,בpH=7 הקולטן לטרנספרין קושר אפוטרנספרין באפיניות נמוכה (משחרר אותו),AP2 נקשר לרצפטור לטרנספרין בממברנת הפלסמה,בpH חומצי ברזל משתחרר מטרנספרין,,2,,FALSE,,נדב בן נון,
2019 מועד א,מה לא נכון לגבי ESCRT?,קושר יוביקוויטין,קושר pi3p,קושר שכבה ממברנלית של האנדוזום בצד הציטוזולי,יוצר וסיקולות המכילות קולטנים חוצי ממברנה,משחרר וסיקולות מהאנדוזום לציטוזול,,5,,FALSE,,נדב בן נון,
2019 מועד א,מה לא דרוש על מנת לשלוח hydrolase לליזוזום?,N-linked glycosylation,"הסרת כל ה""עץ"" הסוכרי",העברה של GlcNAc מזורחן,הסרת GlcNAc,,,2,,FALSE,,נדב בן נון,
2019 מועד א,מה היה חסר בזן השמרים שחקר yoshinor motsuy שהוביל לסריקה הגנטית שגרמה לגילוי הגנים שקשורים לאוטופיה:,חלבונים מסוג ESCRT,חלבונים הקשורים ליצירת הדו שכבה של האוטופגוזום,חלבונים שגורמים לדגרדציה בוקאולה,חלבונים שקשורים לחישה של מצב הרעבה,חלבונים שקשורים לסינתזה של חומצות אמינו,,3,,FALSE,,נדב בן נון,
2019 מועד א,מה נכון לגבי mTOR,מעוכב על ידי RHEB,מעודד אוטופאגיה,מדכא סינתזת חלבונים בתא,מעכב גידול תא,מאוקטב עקב פקטורי גידול,,5,,FALSE,,נדב בן נון,
2019 מועד א,מה מעודד התפתחות סרטנית?,זרחון p53,ייצוב p53,הגברת פעילות PI3K,הגברת PTEN,השתקה אפיגנטית של Ras,,3,,FALSE,,נדב בן נון,
2019 מועד א,מה נכון לגבי הטרנסלוקציה שגורמת ללוקמיה מסוג CML,לא סביר שהמיקום ברצף בו עובר מקטע מכרומוזום 22 לכרומוזום 9 שונה בין חולים שונים ב- CML,סביר שהמיקום ברצף בו עובר חלק מכרומוזום 22 לכרומוזום 9 שונה בין תאים שונים של אותו גידול,הטרנסלוקציה יוצרת tumer repressor מוטנטי,החלבון איחוי שנוצר כתוצאה מהטרנסלוקציה הוא קינאז,החלבון שנוצר כתוצאה מהטרנסלוקציה הוא אונקוגן (ואין שינוי ברצף חומצות האמינו המקורי... משהו כזה),,4,,FALSE,,נדב בן נון,
2019 מועד א,מה לא נכון לגבי NO?,NO יכול לעבור ממבראנה ביולוגית,"בעל זמן מחצית חיים ארוך יחסית, ומשדר סיגנלים ארוכי טווח",עובר בדיפוזיה בין תאין ובסביבה הבין תאית,מרפה שרירים,,,2,,FALSE,,נדב בן נון,קריאת חובה 2019
2019 מועד א,מה לא נכון לגבי טרנסלוקציה?,מאפשר מעבר של נוגדנים מחלב אם לתינוק,מחייב דרגדציה של הcargo בליזוזום,התהליך עובר דרך האנדוזום המוקדם,התהליך עובר דרך האנדוזום הממחזר,,,2,,FALSE,,נדב בן נון,
2018 מועד א,מה הקוטר של חלבון גלובולרי ממוצע?,50 אנגסטרם ואפשר לראות אותו במיקרוסקופ אלקטרוני,50 אנגסטרם ואי אפשר לראות,1 אנגסטרם ואפשר לראות,1 אנגסטרם ואי אפשר לראות,0.1 אנגסטרם ואפשר לראות,0.1 אנגסטרם ואי אפשר לראות,1,,FALSE,https://i.imgur.com/Seje6aF.png,רעי מנדל,
2018 מועד א,איך יקשרו חלבון מטרה ויובקיוטין באמצעות Lys63?,קצה N של יוביקיוטין יקשר לקצה COOH של Lys63 על חלבון המטרה,קצה COOH של Lys63 של יוביקיוטין יקשר לקצה N של חלבון המטרה,קצה COOH של Lys63 של יוביקיוטין יקשר לקצה N של יוביקיוטין אחר,קצה COOH של יוביקיוטין יקשר לקצה N של Lys63 על יוביקיוטין אחר,,,4,,FALSE,https://i.imgur.com/hEZAczc.png,רעי מנדל,
2018 מועד א,איזו פעולה מורידה מטען בהיסטונים?,זרחון,גליקוזילציה מסוג o,אציטלציה,מתילציה,,,1,,FALSE,,רעי מנדל,זרחון מוסיף מטען שלילי ואצטילציה מנטרלת מטען.
2018 מועד א,שאלה היתה על המודיפיקציות בהיסטונים שמעודדים שיעתוק,זרחון,גליקוזילציה מסוג o,אציטלציה,מתילציה,,,3,,FALSE,,רעי מנדל,
2018 מועד א,לאיזה חלבון של התא האוקריוטו יש הומולוג חיידקי שמרכיב septum במהלך חלוקה?,טובולין,אקטין,קראטין,מיוזין,ספקטרין,,1,,FALSE,,רעי מנדל,
2018 מועד א,מהו השלב אחרון בהולכת וזיקולה מer לגולגי ?,הירדוליזה של gtp ל gdp על rab,הדרוליזה של atp ל adp על nsf,קישור v snare עם t snare,החלפת gdp ל gtp על sar1,הדרוליזה של gtp ל gdp על sar1,,2,,FALSE,,רעי מנדל,
2018 מועד א,מה נכון לגבי unfolding protein respone?,גורם לביטוי מוגבר של mRNA בציטוזול.,גורם לביטוי מוגבר של mRNA בגרעין.,גורם לביטוי מוגבר של צ'פורונים ב ER.,גורם לאקטיבצית רצפטורים בממברנה הפלסמטית.,מסיח שקשור בכלל לפתיחת תעלות.,,3,,FALSE,,רעי מנדל,
2018 מועד א,על פי הציור מה המשמעות של נקודה 1 בגרף x?,הרחבה של ה-cell cortex,פירוק של סיבי אקטין,Treadmiling של סיבי אקטין,התכווצות של מיופיברילות,הרפיה של מיופיברילות,,1,,FALSE,https://i.imgur.com/rHvceUl.png,רעי מנדל,
2018 מועד א,היכן יכולה להתרחש הוספה של glucnac תוך כדי שימוש ב UDP-GLUCNAC לחלבונים או שרשרת חלבונית וגליקופרוטאינים?,Er,ציטוזול,Trans golgi,א+ב,א+ג,א+ב+ג,6,,TRUE,,רעי מנדל,
2018 מועד א,איזו מולקולה אינה נקשרת ליוביקיוטין?,E1,E2,E3,,,,3,,FALSE,,רעי מנדל,
2018 מועד א,איזה מהמשפטים הבאים נכון עבור שוטון (Flagellum)? (מתוך קריאת חובה),מצוי רק באאוקריוטים חד תאיים,מורכב מסיב מיקרוטובולי אחד הקשור לדינאין,מורכב ממספר מיקרוטובולי הקשורים לקינזין,מורכב ממספר מיקרוטובולי יחודיים הקשורים לדינאין,מורכב ממספר סיבי אקטין יחודיים הקשורים למיוזין,,4,,FALSE,,רעי מנדל,
2018 מועד א,היכן עולה הריכוז המקומי של יוני סידן לצורך התכווצות השריר בתגובה לאותות מתאי עצב?,ממברנת תא השריר,Er של תאי השריר,גולג׳י של תאי השריר,ציטוזול של תאי השריר,גרעין תא השריר,,4,,FALSE,,רעי מנדל,
2018 מועד א,מה נכון לגבי הרצפטור ל-KDEL?,קושר חלבונים מהגולג'י ומשחרר אותם (בגלל ה-pH הגבוה) ב-ER,קושר חלבונים מה-ER ומשחרר אותם (בגלל ה-pH הגבוה) בגולג'י,קושר חלבונים מה-TGN ומשחרר אותם (בגלל ה-pH הגבוה) בגולג'י,קושר חלבונים מהאנדוזום ומשחרר אותם (בגלל ה-pH הגבוה) ב-ER,,,1,,FALSE,,רעי מנדל,
2018 מועד א,מה נכון לגבי מיוזין 2,נמתח בהרפיית תאי שריר,נקשר לz דיסק,נע לכיוון קצה מינוס של אקטין,לא נקשר לטיטין,נמצא במרכז סרקומר,,5,,FALSE,,רעי מנדל,
2018 מועד א,מה נכון לגבי DNA gene duplication?,תמיד DNA gene duplication יצור חלבונים חדשים.,המבנה הדומה של חומצות האמינו ביונקים השונים מראה שיש גם בודד שמקודד לגלובין ולכן לא עובר gene DNA duplication.,לעתים DNA gene duplication מביאים ליצירה של גנים פונקציונליים כמו בגלובין.,תמיד יוצר פסאודו גנים.,,,3,,FALSE,,רעי מנדל,
2018 מועד א,מה נכון לגבי GAGs?,גליקופרוטאינים במטריקס החוץ תאי,פוליסכרידים טעונים שלילית בעלי יחידות חוזרניות של די-סוכר.,לא קיימים GAGs הקשורים קוולנטית לחלבונים טרנס ממברנליים,פוליסכרידים הידרופוביים בעלי יחידות חוזרניות של די-סוכר.,,כל ה-GAGs מצומדים לשיירי סרין בחלבונים דרך לינקר סוכרי ספציפי.,2,,FALSE,,רעי מנדל,
2018 מועד א,מה מאפיין את הבאזל למינה?,"מורכבת מ-4 חלבונים (למינין, קולגן 4, פרלקן, נידוגן) הקשורים זה לזה ולרצפטורים.","מורכבת משכבת המטריקס, אחראית על תנועה מכנית (לא בטוחה לגבי החלק השני של המשפט)","מורכבת מחלבוני מטריקס, מחבר בין תאי אפיתל לרקמת החיבור","תורמת לשרידות, התמיינות ומטבוליזם של התא",כל התשובות נכונות,,5,,FALSE,,רעי מנדל,
2018 מועד א,מה מאפיין gap junction?,מעבר של מאקרו מולקולות כמו חלבונים וחומצות גרעין בין תאים,קישור בין סיבי ביניים של תא אחד לתא אחר,קישור של סיבי אקטין של תא אחד לתא אחר,משהו בסגנון של חסימת מעבר חומרים בתאי אפיתל במעי,כל התשובות לא נכונות,,5,,FALSE,,רעי מנדל,
2018 מועד א,FG:,מונע כניסה של מולקולות קטנות,מכניס חומרים ללא סימן של NLS לגרעין,מכניס לגרעין חלבונים שקשורים לרצפטור Importin,מעודד פירוק של מעטפת הגרעין בזמן המיטוזה.,א+ב,ג+ד,3,,TRUE,,רעי מנדל,
2018 מועד א,"מה יקרה לאנזימים הבאים במצב של עקה תאית מבחינת אפופטוזיס, רצף א: פרולין-ליזין-ארגנין, רצף ב: פרולין-ליזין -טירוזין",רצף א יפחת,רצף ב יפחת,רצף א יוגבר,רצף ב יוגבר,השינוי באנזימים יהיה זניח,,3,,FALSE,,רעי מנדל,
